"ogs"	"Z_sum"	"w_sum"	"Z_meta"	"p_meta"	"q_meta"	"gene"	"annot"
"ko:K00111"	3.32734906783025	18	0.784263696412503	0.432885396692719	1	"glpA, glpD"	"glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]"
"ko:K06198"	1.92259281705995	6	0.784895230822828	0.432514998507319	1	"coiA"	"coiA; competence protein CoiA"
"ko:K06397"	2.35511929456796	9	0.785039764855985	0.432430254361831	1	"spoIIIAH"	"spoIIIAH; stage III sporulation protein AH"
"ko:K21672"	2.48348252261515	10	0.785346130068451	0.432250656085498	1	"ord"	"ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]"
"ko:K01533"	1.92511359351795	6	0.785924333502446	0.431911817768707	1	"copB"	"copB; P-type Cu2+ transporter [EC:7.2.2.9]"
"ko:K20945"	3.52760222218971	20	0.78879583663955	0.430231343260635	1	"vpsU"	"vpsU; tyrosine-protein phosphatase [EC:3.1.3.48]"
"ko:K07727"	4.18035989349133	28	0.79001376206618	0.429519731220287	1	"K07727"	"K07727; putative transcriptional regulator"
"ko:K01962"	1.93587629221798	6	0.790318186847514	0.429341968159319	1	"accA"	"accA; acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]"
"ko:K01963"	1.93587629221798	6	0.790318186847514	0.429341968159319	1	"accD"	"accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]"
"ko:K18431"	2.2354191773016	8	0.790340029532207	0.429329215183186	1	"legF, ptmB"	"legF, ptmB; CMP-N,N'-diacetyllegionaminic acid synthase [EC:2.7.7.82]"
"ko:K03717"	2.38452840121024	9	0.794842800403413	0.426704950557605	1	"nhaR"	"nhaR; LysR family transcriptional regulator, transcriptional activator of nhaA"
"ko:K03486"	2.38992316700149	9	0.796641055667162	0.42565952619999	1	"treR2, treR"	"treR2, treR; GntR family transcriptional regulator, trehalose operon transcriptional repressor"
"ko:K09163"	2.76066754180182	12	0.796936074201171	0.425488158623613	1	"K09163"	"K09163; uncharacterized protein"
"ko:K09704"	2.39797597410244	9	0.799325324700813	0.424101798117178	1	"K09704"	"K09704; uncharacterized protein"
"ko:K03394"	2.40692474302916	9	0.802308247676388	0.42237467266894	1	"cobI-cbiL"	"cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]"
"ko:K02950"	2.89354241743041	13	0.802524273367335	0.422249753102805	1	"RP-S12, MRPS12, rpsL"	"RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12"
"ko:K02453"	2.12831017181395	7	0.804425632489836	0.42115120263742	1	"gspD"	"gspD; general secretion pathway protein D"
"ko:K04486"	2.41759351248511	9	0.805864504161703	0.420320980043145	1	"E3.1.3.15B"	"E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]"
"ko:K13745"	1.80843052799605	5	0.808754718637002	0.418656246903508	1	"ddc"	"ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]"
"ko:K01008"	2.42751093864751	9	0.809170312882504	0.418417188501534	1	"selD, SEPHS"	"selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]"
"ko:K00180"	2.5692632735268	10	0.812472385296489	0.416520625811499	1	"iorB"	"iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]"
"ko:K02790"	2.82486944717903	12	0.815469567877183	0.414803577268816	1	NA	NA
"ko:K02791"	2.82486944717903	12	0.815469567877183	0.414803577268816	1	"malX"	"malX; maltose/glucose PTS system EIICB component [EC:2.7.1.199 2.7.1.208]"
"ko:K02992"	3.16015226871017	15	0.815947807212937	0.414529987545984	1	"RP-S7, MRPS7, rpsG"	"RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7"
"ko:K00903"	1.82761322632315	5	0.817333482127252	0.413737877560981	1	"epsB, capB"	"epsB, capB; protein-tyrosine kinase [EC:2.7.10.3]"
"ko:K09458"	2.00746638221017	6	0.819544718700976	0.412475699063575	1	"fabF, OXSM, CEM1"	"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]"
"ko:K02617"	2.46048116542762	9	0.820160388475872	0.412124680090116	1	"paaY"	"paaY; phenylacetic acid degradation protein"
"ko:K06518"	3.18581725760991	15	0.822574478852223	0.410750016694164	1	"cidA"	"cidA; holin-like protein"
"ko:K07443"	3.85928949784704	22	0.822803285564672	0.410619867980892	1	"ybaZ"	"ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein"
"ko:K01586"	2.61271697591485	10	0.826213652527823	0.408682904978529	1	"lysA"	"lysA; diaminopimelate decarboxylase [EC:4.1.1.20]"
"ko:K07716"	2.02677714499712	6	0.827428304596305	0.407994343151332	1	"pleC"	"pleC; two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]"
"ko:K05516"	2.48295840970076	9	0.827652803233587	0.407867155114088	1	"cbpA"	"cbpA; curved DNA-binding protein"
"ko:K07139"	2.6235287646665	10	0.829632640331401	0.406746516422086	1	"K07139"	"K07139; uncharacterized protein"
"ko:K09800"	2.34738325162267	8	0.829925307633059	0.406581015205121	1	"tamB"	"tamB; translocation and assembly module TamB"
"ko:K04748"	2.63320948533255	10	0.832693953001061	0.405017355776588	1	"norQ"	"norQ; nitric oxide reductase NorQ protein"
"ko:K01807"	2.50398468342944	9	0.834661561143148	0.403908290063639	1	"rpiA"	"rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]"
"ko:K00610"	2.36311647329073	8	0.835487841498758	0.403443089845361	1	"pyrI"	"pyrI; aspartate carbamoyltransferase regulatory subunit"
"ko:K03578"	2.51794865877337	9	0.839316219591122	0.401291883827418	1	"hrpA"	"hrpA; ATP-dependent helicase HrpA [EC:3.6.4.13]"
"ko:K11472"	2.06851442029236	6	0.844467475884206	0.398408230493268	1	"glcE"	"glcE; glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]"
"ko:K18650"	2.55664715613767	9	0.852215718712556	0.394094373926371	1	"pehX"	"pehX; exo-poly-alpha-galacturonosidase [EC:3.2.1.82]"
"ko:K21963"	1.90561958623147	5	0.852218986813716	0.394092560386672	1	"ecpR, matA"	"ecpR, matA; LuxR family transcriptional regulator, Mat/Ecp fimbriae transcriptional regulator"
"ko:K10202"	2.41216726882844	8	0.85282991657241	0.393753631041586	1	"ngcG"	"ngcG; N-acetylglucosamine transport system permease protein"
"ko:K00096"	2.09884099497895	6	0.85684824815563	0.391528756951547	1	"araM, egsA"	"araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]"
"ko:K06971"	2.10027788724964	6	0.85743485696872	0.39120460220861	1	"K06971"	"K06971; uncharacterized protein"
"ko:K05879"	2.84504644388815	11	0.857813778682901	0.390995300135291	1	"dhaL"	"dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]"
"ko:K09707"	2.60199514984185	9	0.867331716613951	0.38576028345755	1	"K09707"	"K09707; uncharacterized protein"
"ko:K04758"	2.45368388931127	8	0.86750825851009	0.385663588800343	1	"feoA"	"feoA; ferrous iron transport protein A"
"ko:K00782"	1.95259891208958	5	0.873228780044889	0.382538390879878	1	"lldG"	"lldG; L-lactate dehydrogenase complex protein LldG"
"ko:K01263"	3.03049973055291	12	0.874829917606907	0.381666456121532	1	NA	NA
"ko:K00375"	2.90225412663664	11	0.875062544028576	0.381539875805027	1	"K00375"	"K00375; GntR family transcriptional regulator / MocR family aminotransferase"
"ko:K20866"	3.72152665409279	18	0.877172244491832	0.380393089243343	1	"yihX"	"yihX; glucose-1-phosphatase [EC:3.1.3.10]"
"ko:K07275"	1.96179234281112	5	0.877340207252846	0.380301879502546	1	"ompW"	"ompW; outer membrane protein"
"ko:K04769"	1.96231793871868	5	0.877575260888449	0.380174259600104	1	"spoVT"	"spoVT; AbrB family transcriptional regulator, stage V sporulation protein T"
"ko:K07183"	2.1508999056791	6	0.878101209452378	0.379888796697619	1	"nasT"	"nasT; two-component system, response regulator / RNA-binding antiterminator"
"ko:K00547"	2.48392712549501	8	0.878200857205364	0.37983472691268	1	"mmuM, BHMT2"	"mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]"
"ko:K03154"	3.41666800054094	15	0.882179884374324	0.377679538147345	1	"thiS"	"thiS; sulfur carrier protein"
"ko:K21479"	1.97288930801801	5	0.882302920962158	0.377613017294566	1	"cbiH60"	"cbiH60; cobalt-factor III methyltransferase [EC:2.1.1.272]"
"ko:K00012"	4.58794832423193	27	0.882951066674466	0.377262710623416	1	"UGDH, ugd"	"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
"ko:K01215"	2.79398571895214	10	0.883535862187184	0.376946815152474	1	"dexB"	"dexB; glucan 1,6-alpha-glucosidase [EC:3.2.1.70]"
"ko:K22044"	3.54218049205827	16	0.885545123014568	0.3758626940921	1	"ybiO"	"ybiO; moderate conductance mechanosensitive channel"
"ko:K00082"	3.07470349528371	12	0.887590445340166	0.374761095064641	1	"ribD2"	"ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]"
"ko:K07000"	2.1941547014009	6	0.895759905860164	0.370381007820283	1	"K07000"	"K07000; uncharacterized protein"
"ko:K08352"	2.19884941648682	6	0.897676515268209	0.369358033346418	1	"phsA, psrA"	"phsA, psrA; thiosulfate reductase / polysulfide reductase chain A [EC:1.8.5.5]"
"ko:K00850"	2.38052308975934	7	0.899753155107185	0.368251628855139	1	"pfkA, PFK"	"pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
"ko:K00179"	2.84848295068636	10	0.900769400032598	0.367710940465859	1	"iorA"	"iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]"
"ko:K01053"	2.21200686755578	6	0.90304802217397	0.366500408527187	1	"gnl, RGN"	"gnl, RGN; gluconolactonase [EC:3.1.1.17]"
"ko:K08322"	2.3915912437182	7	0.90393652408543	0.366029060705481	1	"rspB"	"rspB; L-gulonate 5-dehydrogenase [EC:1.1.1.380]"
"ko:K20531"	2.86917949792135	10	0.907314222928982	0.364240654982532	1	"trbF"	"trbF; type IV secretion system protein TrbF"
"ko:K20861"	2.2225083598508	6	0.907335238450735	0.364229544924137	1	"ybjI"	"ybjI; FMN hydrolase / 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.102 3.1.3.104]"
"ko:K18430"	2.03063020016379	5	0.908125432946049	0.363811954722257	1	"legI, neuB2"	"legI, neuB2; N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]"
"ko:K02538"	3.01466237727048	11	0.908954906818819	0.363373929000653	1	"manR"	"manR; mannose operon transcriptional activator"
"ko:K00172"	2.87561417284081	10	0.909349045803807	0.363165909133752	1	"porC, porG"	"porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]"
"ko:K15552"	2.73892427766487	9	0.912974759221625	0.361255816725981	1	"tauC"	"tauC; taurine transport system permease protein"
"ko:K01191"	2.42100836097105	7	0.915055149305354	0.360162678828165	1	"MAN2C1"	"MAN2C1; alpha-mannosidase [EC:3.2.1.24]"
"ko:K07794"	2.42371995323495	7	0.916080034846396	0.359624918566528	1	"tctB"	"tctB; putative tricarboxylic transport membrane protein"
"ko:K21012"	3.55490493730469	15	0.917872507968771	0.358685616175296	1	"pelG"	"pelG; polysaccharide biosynthesis protein PelG"
"ko:K17250"	2.26937332441114	6	0.926467780115143	0.354202933847133	1	"pglI"	"pglI; GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]"
"ko:K08156"	2.08311663482625	5	0.931598080106419	0.35154427569903	1	"araJ"	"araJ; MFS transporter, DHA1 family, arabinose polymer utilization protein"
"ko:K10819"	2.0869722220155	5	0.933322351116088	0.350653558267011	1	"E2.7.13.3"	"E2.7.13.3; histidine kinase [EC:2.7.13.3]"
"ko:K20976"	2.08927876705356	5	0.93435386941574	0.350121385116773	1	"hptB"	"hptB; histidine phosphotransfer protein HptB"
"ko:K00395"	3.36928957229329	13	0.934472793445352	0.350060063685613	1	"aprB"	"aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]"
"ko:K02443"	2.80961717067789	9	0.936539056892629	0.348995713099018	1	"glpP"	"glpP; glycerol uptake operon antiterminator"
"ko:K01902"	2.82843557328506	9	0.942811857761687	0.345777145429561	1	"sucD"	"sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]"
"ko:K22409"	2.30988288015363	6	0.943005736994463	0.345677968482295	1	"sle1"	"sle1; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"
"ko:K06441"	2.10874529294977	5	0.943059564453679	0.345650436809265	1	"E1.12.7.2G"	"E1.12.7.2G; ferredoxin hydrogenase gamma subunit [EC:1.12.7.2]"
"ko:K00757"	3.13946374675957	11	0.946583935538621	0.343850833014039	1	"udp, UPP"	"udp, UPP; uridine phosphorylase [EC:2.4.2.3]"
"ko:K00847"	3.27951147080986	12	0.946713415241269	0.343784832606125	1	"E2.7.1.4, scrK"	"E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"
"ko:K02487"	3.42718871257172	13	0.950531125682212	0.341842446124046	1	NA	NA
"ko:K06412"	2.85392181992643	9	0.951307273308809	0.341448415857293	1	"spoVG"	"spoVG; stage V sporulation protein G"
"ko:K13889"	2.33190406616186	6	0.951995848536309	0.341099087310609	1	"gsiB"	"gsiB; glutathione transport system substrate-binding protein"
"ko:K03566"	2.70335697715281	8	0.95578102525636	0.339182876703092	1	"gcvA"	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
"ko:K05996"	3.33476112080207	12	0.962662615389088	0.3357168635416	1	"cpt"	"cpt; carboxypeptidase T [EC:3.4.17.18]"
"ko:K05886"	2.35934923893266	6	0.963200293401474	0.335447017914352	1	"sdh"	"sdh; serine 3-dehydrogenase (NADP+) [EC:1.1.1.276]"
"ko:K05350"	3.62751794186264	14	0.969494950201812	0.332298298542266	1	"bglB"	"bglB; beta-glucosidase [EC:3.2.1.21]"
"ko:K06384"	2.56560014002052	7	0.969705704875254	0.332193206031036	1	"spoIIM"	"spoIIM; stage II sporulation protein M"
"ko:K02040"	3.51214318738321	13	0.974093257606285	0.330010236960191	1	"pstS"	"pstS; phosphate transport system substrate-binding protein"
"ko:K05916"	2.38771948062885	6	0.974782396073992	0.329668211107426	1	"hmp, YHB1"	"hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]"
"ko:K00606"	3.08725737366259	10	0.976276502392331	0.328927461011164	1	"panB"	"panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]"
"ko:K10542"	3.24799111059455	11	0.979306166931985	0.327428724265251	1	"mglA"	"mglA; methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]"
"ko:K01838"	3.92617908327593	16	0.981544770818983	0.32632416765575	1	"pgmB"	"pgmB; beta-phosphoglucomutase [EC:5.4.2.6]"
"ko:K03297"	3.93149996955339	16	0.982874992388348	0.325668967139907	1	"emrE, qac, mmr, smr"	"emrE, qac, mmr, smr; small multidrug resistance pump"
"ko:K02850"	2.21173390777326	5	0.989117473184451	0.322605669537653	1	"waaY, rfaY"	"waaY, rfaY; heptose II phosphotransferase [EC:2.7.1.-]"
"ko:K07502"	3.12839777364184	10	0.98928623917081	0.322523114800792	1	"yprB"	"yprB; uncharacterized protein"
"ko:K16329"	2.21647238770834	5	0.991236585833424	0.321570069704203	1	"psuG"	"psuG; pseudouridylate synthase [EC:4.2.1.70]"
"ko:K03789"	2.62349442510467	7	0.991587687827331	0.321398697744532	1	"rimI"	"rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]"
"ko:K02224"	2.80497087992123	8	0.99170696511155	0.32134049239078	1	"cobB-cbiA"	"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"
"ko:K01372"	2.43760091617309	6	0.995146406860812	0.319665062930339	1	"BLMH, pepC"	"BLMH, pepC; bleomycin hydrolase [EC:3.4.22.40]"
"ko:K00658"	2.98694792476436	9	0.995649308254788	0.319420568063324	1	"DLST, sucB"	"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"
"ko:K01961"	2.44574914564388	6	0.998472907612569	0.318050095443913	1	"accC"	"accC; acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]"
"ko:K04028"	2.44825408304239	6	0.99949554402323	0.317554696594987	1	"eutN"	"eutN; ethanolamine utilization protein EutN"
"ko:K06020"	4.90915093955625	24	1.00207623935145	0.316306772661975	1	"ettA"	"ettA; energy-dependent translational throttle protein EttA"
"ko:K00803"	2.2441540657722	5	1.00361620860984	0.31556363886398	1	"AGPS, agpS"	"AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]"
"ko:K00174"	2.46598845401939	6	1.00673557065704	0.314061863662708	1	"korA, oorA, oforA"	"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"
"ko:K03429"	3.18397581837245	10	1.00686156009555	0.314001306663701	1	"ugtP"	"ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]"
"ko:K19668"	3.63274540495332	13	1.00754229448195	0.313674243608431	1	"CBH2, cbhA"	"CBH2, cbhA; cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"
"ko:K02242"	2.25649335344833	5	1.00913450581738	0.312910131443982	1	"comFC"	"comFC; competence protein ComFC"
"ko:K03816"	3.64020275244796	13	1.00961059054125	0.312681893657938	1	"xpt"	"xpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]"
"ko:K02013"	3.66198818321736	13	1.01565278190257	0.309794760640136	1	"ABC.FEV.A"	"ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-]"
"ko:K07175"	3.21429673285416	10	1.01644987514569	0.309415205394255	1	"phoH2"	"phoH2; PhoH-like ATPase"
"ko:K01667"	2.69540750963958	7	1.01876827892604	0.308312988553415	1	"tnaA"	"tnaA; tryptophanase [EC:4.1.99.1]"
"ko:K00175"	2.7210545109902	7	1.02846193427579	0.303732587891513	1	"korB, oorB, oforB"	"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"
"ko:K12137"	2.5288598899744	6	1.03240272690468	0.301883495034449	1	"hyfB"	"hyfB; hydrogenase-4 component B [EC:1.-.-.-]"
"ko:K05341"	2.7672953226983	7	1.04593931830456	0.295589049754611	1	"E2.4.1.4"	"E2.4.1.4; amylosucrase [EC:2.4.1.4]"
"ko:K04068"	2.77617493819427	7	1.04929549749602	0.294042137642765	1	"nrdG"	"nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]"
"ko:K01714"	2.57150463196333	6	1.04981236991893	0.293804386858891	1	"dapA"	"dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]"
"ko:K01303"	2.96951029696399	8	1.04988043389326	0.293773088427676	1	"APEH"	"APEH; acylaminoacyl-peptidase [EC:3.4.19.1]"
"ko:K02067"	3.15587720643501	9	1.05195906881167	0.292818329217943	1	"mlaD, linM"	"mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein"
"ko:K01909"	2.35697367178937	5	1.05407067025966	0.291850563115351	1	"mbtM"	"mbtM; long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]"
"ko:K09703"	2.78908788312398	7	1.05417613192137	0.291802285496964	1	"K09703"	"K09703; uncharacterized protein"
"ko:K04720"	4.37524396914436	17	1.06115253074287	0.288620588107776	1	"cobD"	"cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]"
"ko:K02909"	2.61407128873978	6	1.06719013477868	0.28588598643051	1	"RP-L31, rpmE"	"RP-L31, rpmE; large subunit ribosomal protein L31"
"ko:K06867"	2.62053612744091	6	1.06982939412654	0.284696108814835	1	"K06867"	"K06867; uncharacterized protein"
"ko:K16925"	2.39288684164994	5	1.07013152807881	0.284560109476042	1	"ykoE"	"ykoE; energy-coupling factor transport system permease protein"
"ko:K02167"	2.83966308187388	7	1.07329176026422	0.283140231001919	1	"betI"	"betI; TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes"
"ko:K18866"	2.40787082728083	5	1.07683257016772	0.281555071734496	1	"vanXY"	"vanXY; zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]"
"ko:K21469"	2.64580745926937	6	1.08014637214326	0.2800770047898	1	"pbp4b"	"pbp4b; serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4]"
"ko:K07460"	3.05826581915888	8	1.08126024969914	0.279581364057894	1	"yraN"	"yraN; putative endonuclease"
"ko:K00663"	2.41955894467688	5	1.08205965517303	0.279226021306955	1	"aacA"	"aacA; aminoglycoside 6'-N-acetyltransferase [EC:2.3.1.82]"
"ko:K06162"	3.75274319893303	12	1.08332364805176	0.278664792322961	1	"phnM"	"phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]"
"ko:K08941"	3.761515245697	12	1.08585591983202	0.277542741580092	1	"pscB"	"pscB; photosystem P840 reaction center iron-sulfur protein"
"ko:K02189"	3.07441115417105	8	1.08696848763495	0.277050736581057	1	"cbiG"	"cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]"
"ko:K02356"	2.43625392877364	5	1.08952587903776	0.275922049042659	1	"efp"	"efp; elongation factor P"
"ko:K11189"	2.43659150752746	5	1.08967684884602	0.275855517713432	1	NA	NA
"ko:K03700"	2.43873258506593	5	1.09063436783024	0.275433800669523	1	"recU"	"recU; recombination protein U"
"ko:K12524"	2.43887245396425	5	1.09069691910316	0.275406266728531	1	"thrA"	"thrA; bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]"
"ko:K01684"	3.78610046677797	12	1.09295306183661	0.27441440901587	1	"dgoD"	"dgoD; galactonate dehydratase [EC:4.2.1.6]"
"ko:K18348"	3.95213303180064	13	1.09612448412401	0.273024301177171	1	"vanT"	"vanT; serine/alanine racemase [EC:5.1.1.18 5.1.1.1]"
"ko:K05833"	2.69490513329177	6	1.10019041362865	0.271249166534199	1	"K05833"	"K05833; putative tryptophan/tyrosine transport system ATP-binding protein"
"ko:K18475"	3.11246410646419	8	1.10042223794028	0.27114819370631	1	"fliB"	"fliB; lysine-N-methylase [EC:2.1.1.-]"
"ko:K02656"	3.48127107771842	10	1.10087457580592	0.270951248690473	1	"pilF"	"pilF; type IV pilus assembly protein PilF"
"ko:K05589"	3.66443686633246	11	1.10486928668823	0.269216232492197	1	"ftsB"	"ftsB; cell division protein FtsB"
"ko:K07263"	2.70643838474826	6	1.10489884381926	0.269203423476375	1	"pqqL"	"pqqL; zinc protease [EC:3.4.24.-]"
"ko:K21011"	3.83791750266704	12	1.1079113516462	0.267900102624221	1	"pelF"	"pelF; polysaccharide biosynthesis protein PelF"
"ko:K01785"	3.32557167730201	9	1.108523892434	0.267635626485471	1	"galM, GALM"	"galM, GALM; aldose 1-epimerase [EC:5.1.3.3]"
"ko:K02068"	3.13736719525359	8	1.10922680941801	0.267332349910821	1	"STAR1, fetA"	"STAR1, fetA; UDP-glucose/iron transport system ATP-binding protein"
"ko:K06133"	3.33488301230153	9	1.11162767076718	0.266298270116112	1	"LYS5, acpT"	"LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]"
"ko:K00764"	3.14674162036197	8	1.11254116919995	0.265905539297534	1	"purF, PPAT"	"purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]"
"ko:K10754"	2.48947462451166	5	1.11332689773377	0.265568058393516	1	"RFC1"	"RFC1; replication factor C subunit 1"
"ko:K02778"	2.94922666147364	7	1.11470290088865	0.264977757509565	1	"ptsGb"	"ptsGb; glucose PTS system EIIB component [EC:2.7.1.199]"
"ko:K00123"	4.17676108925661	14	1.11628635588621	0.264299580055145	1	"fdoG, fdhF, fdwA"	"fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]"
"ko:K00690"	2.9627105295556	7	1.11979932398237	0.262799287431452	1	"E2.4.1.7"	"E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]"
"ko:K06333"	3.54267664081468	10	1.12029271984486	0.262589043397458	1	"cotJB"	"cotJB; spore coat protein JB"
"ko:K01734"	2.51800008120519	5	1.12608386978496	0.260130020881195	1	"mgsA"	"mgsA; methylglyoxal synthase [EC:4.2.3.3]"
"ko:K08659"	3.56380105910674	10	1.12697284744977	0.259753961260659	1	"pepDA, pepDB"	"pepDA, pepDB; dipeptidase [EC:3.4.-.-]"
"ko:K01055"	2.52354063100709	5	1.12856167898291	0.25908278397298	1	"pcaD"	"pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]"
"ko:K10778"	4.65732745989726	17	1.12956782648506	0.258658374378633	1	"ada"	"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]"
"ko:K19286"	3.00613732382554	7	1.13621310939309	0.255867385336123	1	"nfrA2"	"nfrA2; FMN reductase [NAD(P)H] [EC:1.5.1.39]"
"ko:K15738"	3.01444880199333	7	1.1393545528587	0.254555303397222	1	"uup"	"uup; ABC transport system ATP-binding/permease protein"
"ko:K02779"	3.02195286755082	7	1.14219082304257	0.253374709683625	1	"ptsG"	"ptsG; glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]"
"ko:K19353"	2.80028054155598	6	1.14320974390945	0.252951517646611	1	"eptC"	"eptC; heptose-I-phosphate ethanolaminephosphotransferase [EC:2.7.8.-]"
"ko:K06402"	2.80340001188714	6	1.1444832623393	0.252423275376719	1	"spoIVFB"	"spoIVFB; stage IV sporulation protein FB [EC:3.4.24.-]"
"ko:K03651"	4.13156632420176	13	1.14589032537613	0.251840534783901	1	"cpdA"	"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"
"ko:K13683"	2.56315196551854	5	1.14627640631233	0.251680802029249	1	"wcaE"	"wcaE; putative colanic acid biosynthesis glycosyltransferase WcaE [EC:2.4.-.-]"
"ko:K14379"	2.56476411347556	5	1.14699738079667	0.251382703424936	1	"ACP5"	"ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]"
"ko:K18814"	3.44295073075878	9	1.14765024358626	0.251112979301383	1	"ictB"	"ictB; putative inorganic carbon (hco3(-)) transporter"
"ko:K03658"	3.8164984532132	11	1.15071758020727	0.249848441632457	1	"helD"	"helD; DNA helicase IV [EC:5.6.2.4]"
"ko:K02190"	3.47222717376969	9	1.15740905792323	0.247105275082369	1	"cbiK"	"cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]"
"ko:K02499"	4.01513068708124	12	1.15906839150894	0.246428308736379	1	"yabN"	"yabN; tetrapyrrole methylase family protein / MazG family protein"
"ko:K01007"	3.47996231075792	9	1.15998743691931	0.246053921107513	1	"pps, ppsA"	"pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]"
"ko:K00784"	3.07044754255169	7	1.16052008732303	0.245837120177086	1	"rnz"	"rnz; ribonuclease Z [EC:3.1.26.11]"
"ko:K04655"	3.07339014391877	7	1.16163228609801	0.24538486167531	1	"hypE"	"hypE; hydrogenase expression/formation protein HypE"
